Run: 0
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.004188, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003736, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003371, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.003069, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002817, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002602, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002418, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.002257, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 107 
alpha_j: 0.002117, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001993, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001882, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001783, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001694, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001613, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001539, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.001472, p_j: 0.016729, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001411, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001354, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001301, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001253, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001208, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001166, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 73 
alpha_j: 0.001127, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001090, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001056, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.001023, p_j: 1.000000, rej: 0 
Run: 22
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.000697, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 147 
alpha_j: 0.000152, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.000129, p_j: 0.071717, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.000107, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.000091, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.000079, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.014463, p_j: 0.328684, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 73 
alpha_j: 0.003145, p_j: 0.000214, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.025949, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.005643, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 191 
alpha_j: 0.004806, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 77 
alpha_j: 0.003997, p_j: 0.000233, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.034259, p_j: 0.147589, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007450, p_j: 0.000002, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 97 
alpha_j: 0.042385, p_j: 0.021455, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 73 
alpha_j: 0.050417, p_j: 0.012159, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.057330, p_j: 0.029548, rej: 1 
The hyp is : 0
true best: 0, found best: 1, queries: 200 
alpha_j: 0.063278, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 187 
alpha_j: 0.013761, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.011721, p_j: 0.165976, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 169 
alpha_j: 0.009747, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.008264, p_j: 0.005742, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 155 
alpha_j: 0.062334, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 185 
alpha_j: 0.013556, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 37 
alpha_j: 0.065695, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 113 
alpha_j: 0.014287, p_j: 0.009217, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.068486, p_j: 0.000023, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.072880, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015849, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013499, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.011226, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.009517, p_j: 0.011984, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.008233, p_j: 0.016833, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.007244, p_j: 0.026718, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.006462, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.005830, p_j: 0.005824, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 59 
alpha_j: 0.065806, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.014311, p_j: 0.493107, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 145 
alpha_j: 0.012189, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 91 
alpha_j: 0.010137, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.008594, p_j: 0.002789, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 107 
alpha_j: 0.064267, p_j: 0.014067, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.069249, p_j: 0.088397, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.015059, p_j: 0.448102, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 41 
alpha_j: 0.012826, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 113 
alpha_j: 0.010667, p_j: 0.009435, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.068161, p_j: 0.197447, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.014823, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.012625, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 131 
alpha_j: 0.068773, p_j: 0.030688, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.073127, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 171 
alpha_j: 0.015903, p_j: 0.014275, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.074656, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.016235, p_j: 0.076397, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.013828, p_j: 0.004278, rej: 1 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.073998, p_j: 0.364096, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 45 
alpha_j: 0.016092, p_j: 0.000005, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.075380, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.016393, p_j: 0.043474, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 165 
alpha_j: 0.013962, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.011611, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009844, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.008516, p_j: 0.380343, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 109 
alpha_j: 0.007493, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006684, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006030, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.005491, p_j: 0.002615, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.066820, p_j: 0.508519, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.014531, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012376, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.010293, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008726, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.007549, p_j: 0.077183, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 131 
alpha_j: 0.006642, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 171 
alpha_j: 0.005925, p_j: 0.005204, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 65 
alpha_j: 0.062238, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013535, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 139 
alpha_j: 0.011528, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009587, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.008128, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.061539, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 6, found best: 1, queries: 200 
alpha_j: 0.066901, p_j: 0.060866, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 135 
alpha_j: 0.071515, p_j: 0.000038, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075486, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.016416, p_j: 0.017642, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 31 
alpha_j: 0.013982, p_j: 0.000015, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.074666, p_j: 0.629517, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.016238, p_j: 0.013195, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075934, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.016513, p_j: 0.000001, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.076987, p_j: 0.000003, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 97 
alpha_j: 0.080195, p_j: 0.020438, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 103 
alpha_j: 0.082956, p_j: 0.064443, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 95 
alpha_j: 0.085332, p_j: 0.000145, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 105 
alpha_j: 0.087377, p_j: 0.055168, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.089137, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.019384, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.016510, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.013730, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011641, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.010070, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008860, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007904, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.007130, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006493, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005959, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.005505, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 115 
alpha_j: 0.005115, p_j: 0.001472, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.074159, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.016127, p_j: 0.007336, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.075513, p_j: 0.000039, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 109 
alpha_j: 0.078927, p_j: 0.014310, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.081865, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 127 
alpha_j: 0.017803, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.015163, p_j: 0.022318, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012610, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010691, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 67 
alpha_j: 0.009248, p_j: 0.007277, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.075259, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.016367, p_j: 0.100941, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013940, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011593, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009828, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 157 
alpha_j: 0.008502, p_j: 0.000210, rej: 1 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.070312, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015291, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 1, queries: 200 
alpha_j: 0.013023, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 69 
alpha_j: 0.010831, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009182, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 137 
alpha_j: 0.007943, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 133 
alpha_j: 0.006989, p_j: 0.006959, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.065632, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 133 
alpha_j: 0.014273, p_j: 0.007416, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.068433, p_j: 0.042353, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072834, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015839, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013490, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 177 
alpha_j: 0.011219, p_j: 0.007201, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.070968, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015433, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013145, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 1, queries: 200 
alpha_j: 0.010932, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 145 
alpha_j: 0.009268, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.008017, p_j: 0.034097, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.007054, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.006293, p_j: 0.195531, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.005677, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.064446, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.014015, p_j: 0.000003, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.067448, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.014668, p_j: 0.013737, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.069942, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 59 
alpha_j: 0.015210, p_j: 0.000009, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 89 
alpha_j: 0.072012, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 71 
alpha_j: 0.015660, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 171 
alpha_j: 0.013338, p_j: 0.000042, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.071871, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.015630, p_j: 0.240120, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 137 
alpha_j: 0.013312, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.011071, p_j: 0.673460, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009386, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008119, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.007144, p_j: 0.388145, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.006373, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.005749, p_j: 0.000052, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.065088, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.014155, p_j: 0.006820, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.067982, p_j: 0.060620, rej: 1 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.072445, p_j: 0.630440, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 189 
alpha_j: 0.015755, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013419, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 67 
alpha_j: 0.011159, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 5, found best: 5, queries: 200 
alpha_j: 0.009461, p_j: 0.000200, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.069345, p_j: 0.000898, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.073619, p_j: 0.001396, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 121 
alpha_j: 0.077297, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.080462, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.017498, p_j: 0.000074, rej: 1 
The hyp is : 1
true best: 8, found best: 8, queries: 91 
alpha_j: 0.080746, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.083430, p_j: 0.751336, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.018143, p_j: 0.485535, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.015453, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.012851, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.010895, p_j: 0.006709, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 200 
alpha_j: 0.077746, p_j: 0.000005, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.080848, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.017582, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 103 
alpha_j: 0.014975, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012454, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.010558, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 1, found best: 1, queries: 200 
alpha_j: 0.009134, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008036, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 8, found best: 8, queries: 200 
alpha_j: 0.007169, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072379, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.015740, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.013406, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.072166, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015694, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.013367, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.011116, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 179 
alpha_j: 0.009424, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.008153, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.007173, p_j: 0.000000, rej: 1 
The hyp is : 1
true best: 6, found best: 6, queries: 197 
alpha_j: 0.066995, p_j: 0.011418, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.071596, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 117 
alpha_j: 0.015570, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 2, found best: 2, queries: 200 
alpha_j: 0.013261, p_j: 0.036589, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.011029, p_j: 1.000000, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.009350, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 4, found best: 4, queries: 200 
alpha_j: 0.008088, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.007116, p_j: 0.000000, rej: 1 
The hyp is : 0
true best: 0, found best: 0, queries: 113 
alpha_j: 0.066576, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.014478, p_j: 0.403646, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.012331, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 3, found best: 3, queries: 181 
alpha_j: 0.010255, p_j: 0.001114, rej: 1 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.066068, p_j: 0.000078, rej: 1 
The hyp is : 1
true best: 3, found best: 3, queries: 200 
alpha_j: 0.070799, p_j: 0.941466, rej: 0 
The hyp is : 0
true best: 0, found best: 0, queries: 200 
alpha_j: 0.015396, p_j: 1.000000, rej: 0 
The hyp is : 1
true best: 7, found best: 7, queries: 200 
alpha_j: 0.013114, p_j: 0.000000, rej: 1 
The hyp is : 1
